iteration,vertex_id,degree,normalized_degree,dual,weighted_neighbor_dual,complement_degree,stable_set_occurrences
1,106,112,0.903226,0.259723,38.954845,12,8
1,107,115,0.927419,0.444298,39.366513,9,6
1,108,116,0.935484,0.665293,40.499506,8,5
1,109,110,0.887097,0.341463,37.247693,14,9
1,110,112,0.903226,0.479895,39.040705,12,9
1,111,116,0.935484,0.309163,39.492584,8,6
1,112,110,0.887097,0.218688,37.386783,14,8
1,113,111,0.895161,0.337014,38.264832,13,7
1,114,110,0.887097,0.148978,37.999341,14,10
1,115,113,0.911290,0.406724,38.715557,11,9
1,116,109,0.879032,0.243738,38.237475,15,9
1,117,113,0.911290,0.406724,38.896671,11,9
1,118,109,0.879032,0.461931,37.908372,15,11
1,119,114,0.919355,0.444298,39.624258,10,6
1,120,114,0.919355,0.216381,39.115030,10,7
1,121,112,0.903226,0.555702,37.275709,12,10
1,122,112,0.903226,0.337014,38.660185,12,8
1,123,109,0.879032,0.337014,38.091958,15,13
1,124,103,0.830645,0.109591,35.813448,21,19
2,0,115,0.927419,0.350434,39.428107,9,7
2,1,108,0.870968,0.194725,37.056358,16,12
2,2,115,0.927419,0.436777,39.519147,9,5
2,3,112,0.903226,0.194725,38.448338,12,10
2,4,103,0.830645,0.213873,35.204118,21,16
2,5,112,0.903226,0.422327,39.092486,12,8
2,6,110,0.887097,0.350795,37.827673,14,10
2,7,108,0.870968,0.249277,37.215679,16,11
2,8,117,0.943548,0.483743,40.472905,7,5
2,9,116,0.935484,0.370303,39.982659,8,6
2,10,112,0.903226,0.372832,39.067558,12,8
2,11,112,0.903226,0.372832,39.503974,12,8
2,12,112,0.903226,0.396315,38.722905,12,10
2,13,111,0.895161,0.289740,38.199783,13,7
2,14,109,0.879032,0.344292,37.682803,15,13
2,15,112,0.903226,0.396315,38.600795,12,10
2,16,108,0.870968,0.311055,37.444003,16,14
2,17,111,0.895161,0.168353,37.769870,13,8
2,18,107,0.862903,0.400289,36.855130,17,15
2,19,106,0.854839,0.072977,35.623916,18,11
2,20,109,0.879032,0.361272,37.730491,15,11
2,21,112,0.903226,0.224350,38.790101,12,9
2,22,108,0.870968,0.216402,37.176662,16,12
2,23,107,0.862903,0.317558,37.144509,17,13
2,24,108,0.870968,0.318642,37.144870,16,16
2,25,110,0.887097,0.363801,38.166185,14,11
2,26,113,0.911290,0.378974,38.750000,11,8
2,27,108,0.870968,0.344292,37.700145,16,11
2,28,111,0.895161,0.313945,38.459899,13,11
2,29,107,0.862903,0.249277,36.032876,17,12
2,30,110,0.887097,0.332370,37.885838,14,9
2,31,116,0.935484,0.447254,39.831647,8,6
2,32,110,0.887097,0.220376,38.113801,14,11
2,33,115,0.927419,0.422327,39.427023,9,6
2,34,112,0.903226,0.345376,38.936416,12,8
2,35,114,0.919355,0.433887,39.103324,10,7
2,36,115,0.927419,0.530708,39.856936,9,7
2,37,115,0.927419,0.429191,39.977240,9,6
2,38,112,0.903226,0.460983,38.657153,12,9
2,39,114,0.919355,0.486633,39.352962,10,8
2,40,110,0.887097,0.436777,37.933526,14,10
2,41,107,0.862903,0.115968,36.731936,17,12
2,42,114,0.919355,0.506142,39.618136,10,8
2,43,110,0.887097,0.422327,38.432081,14,10
2,44,106,0.854839,0.363801,36.709538,18,18
2,45,109,0.879032,0.143425,37.610910,15,10
2,46,107,0.862903,0.249277,36.693642,17,14
2,47,110,0.887097,0.317558,37.441474,14,10
2,48,116,0.935484,0.427746,40.229769,8,7
2,49,116,0.935484,0.399928,39.913295,8,6
2,50,114,0.919355,0.559610,39.993497,10,7
2,51,110,0.887097,0.364884,37.397038,14,9
2,52,113,0.911290,0.100795,39.068280,11,7
2,53,109,0.879032,0.282153,37.535043,15,8
2,54,110,0.887097,0.197616,37.340318,14,13
2,55,115,0.927419,0.447254,38.822977,9,8
2,56,115,0.927419,0.422327,39.357659,9,7
2,57,111,0.895161,0.350434,38.767702,13,7
2,58,115,0.927419,0.361272,39.312139,9,7
2,59,108,0.870968,0.235188,36.840318,16,12
2,60,111,0.895161,0.197977,37.899928,13,9
2,61,108,0.870968,0.368497,37.026373,16,12
2,62,106,0.854839,0.216402,36.609465,18,10
2,63,104,0.838710,0.216402,36.496026,20,12
2,64,115,0.927419,0.436777,39.209176,9,7
2,65,117,0.943548,0.577673,39.869942,7,7
2,66,111,0.895161,0.526373,38.194725,13,7
2,67,112,0.903226,0.270592,38.258671,12,9
2,68,113,0.911290,0.220014,38.879697,11,7
2,69,113,0.911290,0.436777,38.709176,11,8
2,70,110,0.887097,0.252890,38.286850,14,10
2,71,107,0.862903,0.182081,37.074061,17,14
2,72,113,0.911290,0.226879,39.461705,11,6
2,73,114,0.919355,0.249277,39.177384,10,6
2,74,105,0.846774,0.409321,36.609104,19,15
2,75,110,0.887097,0.317558,37.945809,14,8
2,76,111,0.895161,0.324783,38.444725,13,9
2,77,117,0.943548,0.539017,40.307081,7,6
2,78,115,0.927419,0.563223,39.418353,9,7
2,79,107,0.862903,0.226879,36.619942,17,13
2,80,112,0.903226,0.285043,38.647760,12,9
2,81,116,0.935484,0.552746,39.441835,8,7
2,82,114,0.919355,0.345014,39.168714,10,8
2,83,111,0.895161,0.364523,38.733382,13,11
2,84,107,0.862903,0.077673,36.373555,17,12
2,85,108,0.870968,0.226879,36.608020,16,14
2,86,111,0.895161,0.375723,38.385838,13,8
2,87,112,0.903226,0.432081,38.399205,12,8
2,88,117,0.943548,0.397399,39.930997,7,4
2,89,109,0.879032,0.061777,37.509393,15,9
2,90,111,0.895161,0.317558,38.006503,13,12
2,91,112,0.903226,0.286127,38.673772,12,8
2,92,112,0.903226,0.245665,38.505058,12,8
2,93,113,0.911290,0.338873,38.916185,11,8
2,94,120,0.967742,0.635116,41.084899,4,3
2,95,111,0.895161,0.310694,37.619220,13,6
2,96,108,0.870968,0.286127,37.350795,16,10
2,97,111,0.895161,0.277095,38.583815,13,7
2,98,110,0.887097,0.400289,38.412211,14,9
2,99,113,0.911290,0.422327,38.615968,11,8
2,100,118,0.951613,0.750723,40.767702,6,6
2,101,113,0.911290,0.249277,38.362717,11,8
2,102,110,0.887097,0.349350,38.352962,14,11
2,103,113,0.911290,0.363801,39.117413,11,7
2,104,109,0.879032,0.207370,36.251806,15,10
2,105,115,0.927419,0.376806,39.265535,9,7
2,106,112,0.903226,0.285043,38.933887,12,8
2,107,115,0.927419,0.436777,39.240246,9,6
2,108,116,0.935484,0.667630,40.567558,8,5
2,109,110,0.887097,0.355853,37.170882,14,9
2,110,112,0.903226,0.460983,38.908237,12,9
2,111,116,0.935484,0.291908,39.516257,8,6
2,112,110,0.887097,0.244581,37.501806,14,8
2,113,111,0.895161,0.318642,38.273483,13,7
2,114,110,0.887097,0.168353,38.013367,14,10
2,115,113,0.911290,0.368497,38.673410,11,9
2,116,109,0.879032,0.287211,38.150289,15,9
2,117,113,0.911290,0.409321,38.940751,11,9
2,118,109,0.879032,0.493136,37.897038,15,11
2,119,114,0.919355,0.436777,39.640896,10,6
2,120,114,0.919355,0.216402,39.040101,10,7
2,121,112,0.903226,0.563223,37.363439,12,10
2,122,112,0.903226,0.318642,38.614523,12,8
2,123,109,0.879032,0.318642,38.010116,15,13
2,124,103,0.830645,0.129335,35.729046,21,19
3,0,115,0.927419,0.358213,39.121014,9,7
3,1,108,0.870968,0.249517,37.254831,16,12
3,2,115,0.927419,0.459420,39.506763,9,5
3,3,112,0.903226,0.174638,38.464493,12,10
3,4,103,0.830645,0.218357,34.912802,21,16
3,5,112,0.903226,0.446618,39.039130,12,8
3,6,110,0.887097,0.341304,37.734058,14,10
3,7,108,0.870968,0.237923,37.076812,16,11
3,8,117,0.943548,0.578261,40.496860,7,5
3,9,116,0.935484,0.329952,39.890097,8,6
3,10,112,0.903226,0.384058,39.112802,12,8
3,11,112,0.903226,0.363285,39.538164,12,8
3,12,112,0.903226,0.370290,38.464734,12,10
3,13,111,0.895161,0.360145,38.125362,13,7
3,14,109,0.879032,0.291063,37.543961,15,13
3,15,112,0.903226,0.428019,38.685266,12,10
3,16,108,0.870968,0.340097,37.613768,16,14
3,17,111,0.895161,0.131643,37.879469,13,8
3,18,107,0.862903,0.367633,36.783575,17,15
3,19,106,0.854839,0.129469,35.587923,18,11
3,20,109,0.879032,0.333575,37.617874,15,11
3,21,112,0.903226,0.215700,38.602174,12,9
3,22,108,0.870968,0.256039,37.399275,16,12
3,23,107,0.862903,0.340097,37.202899,17,13
3,24,108,0.870968,0.329952,37.265459,16,16
3,25,110,0.887097,0.329952,38.159903,14,11
3,26,113,0.911290,0.363285,38.793720,11,8
3,27,108,0.870968,0.343720,37.499275,16,11
3,28,111,0.895161,0.252415,38.295894,13,11
3,29,107,0.862903,0.237923,36.106039,17,12
3,30,110,0.887097,0.310145,37.800242,14,9
3,31,116,0.935484,0.486473,39.775845,8,6
3,32,110,0.887097,0.203382,38.112802,14,11
3,33,115,0.927419,0.410386,39.545894,9,6
3,34,112,0.903226,0.290097,38.876087,12,8
3,35,114,0.919355,0.486473,39.168357,10,7
3,36,115,0.927419,0.598068,39.962802,9,7
3,37,115,0.927419,0.438406,40.013768,9,6
3,38,112,0.903226,0.534300,38.684300,12,9
3,39,114,0.919355,0.420531,39.288647,10,8
3,40,110,0.887097,0.403623,37.944444,14,10
3,41,107,0.862903,0.054106,36.474155,17,12
3,42,114,0.919355,0.465700,39.563768,10,8
3,43,110,0.887097,0.446618,38.497585,14,10
3,44,106,0.854839,0.329952,36.607005,18,18
3,45,109,0.879032,0.091787,37.389614,15,10
3,46,107,0.862903,0.237923,36.745652,17,14
3,47,110,0.887097,0.340097,37.732609,14,10
3,48,116,0.935484,0.426812,40.246618,8,7
3,49,116,0.935484,0.420773,40.102415,8,6
3,50,114,0.919355,0.550000,40.073671,10,7
3,51,110,0.887097,0.349758,37.159903,14,9
3,52,113,0.911290,0.069565,39.238164,11,8
3,53,109,0.879032,0.256039,37.494686,15,8
3,54,110,0.887097,0.091787,37.277778,14,13
3,55,115,0.927419,0.486473,38.887198,9,8
3,56,115,0.927419,0.446618,39.445169,9,7
3,57,111,0.895161,0.358213,38.730918,13,7
3,58,115,0.927419,0.297343,39.294928,9,7
3,59,108,0.870968,0.207971,36.865700,16,12
3,60,111,0.895161,0.198309,37.898551,13,9
3,61,108,0.870968,0.421739,37.310145,16,12
3,62,106,0.854839,0.256039,36.568116,18,10
3,63,104,0.838710,0.256039,36.553623,20,12
3,64,115,0.927419,0.459420,39.127536,9,7
3,65,117,0.943548,0.553382,39.811111,7,7
3,66,111,0.895161,0.546377,38.133575,13,8
3,67,112,0.903226,0.278502,38.201691,12,9
3,68,113,0.911290,0.164010,38.717391,11,7
3,69,113,0.911290,0.459420,38.689614,11,8
3,70,110,0.887097,0.139372,37.999034,14,10
3,71,107,0.862903,0.201932,37.301449,17,14
3,72,113,0.911290,0.212077,39.378261,11,6
3,73,114,0.919355,0.237923,39.049275,10,6
3,74,105,0.846774,0.421739,36.729952,19,15
3,75,110,0.887097,0.340097,38.052899,14,8
3,76,111,0.895161,0.414010,38.678744,13,9
3,77,117,0.943548,0.598068,40.501449,7,6
3,78,115,0.927419,0.540580,39.221256,9,7
3,79,107,0.862903,0.212077,36.502657,17,13
3,80,112,0.903226,0.242029,38.662077,12,9
3,81,116,0.935484,0.513527,39.291304,8,7
3,82,114,0.919355,0.447826,39.203865,10,8
3,83,111,0.895161,0.424396,38.736232,13,11
3,84,107,0.862903,0.177536,36.586957,17,12
3,85,108,0.870968,0.248309,36.618357,16,14
3,86,111,0.895161,0.363527,38.233816,13,8
3,87,112,0.903226,0.432126,38.314976,12,8
3,88,117,0.943548,0.417874,39.828502,7,4
3,89,109,0.879032,0.102174,37.668841,15,9
3,90,111,0.895161,0.310145,37.884541,13,12
3,91,112,0.903226,0.238164,38.438164,12,8
3,92,112,0.903226,0.200483,38.423671,12,8
3,93,113,0.911290,0.380676,38.969324,11,8
3,94,120,0.967742,0.587923,41.118116,4,3
3,95,111,0.895161,0.261111,37.637681,13,6
3,96,108,0.870968,0.326329,37.503865,16,10
3,97,111,0.895161,0.302415,38.473671,13,7
3,98,110,0.887097,0.403865,38.320531,14,9
3,99,113,0.911290,0.446618,38.787923,11,8
3,100,118,0.951613,0.762077,40.681884,6,6
3,101,113,0.911290,0.288164,38.332126,11,8
3,102,110,0.887097,0.322222,38.243237,14,11
3,103,113,0.911290,0.366184,39.247343,11,7
3,104,109,0.879032,0.223430,36.155314,15,10
3,105,115,0.927419,0.359903,39.232850,9,7
3,106,112,0.903226,0.242029,38.871014,12,8
3,107,115,0.927419,0.459420,39.329710,9,6
3,108,116,0.935484,0.689855,40.306039,8,5
3,109,110,0.887097,0.317150,37.134541,14,9
3,110,112,0.903226,0.401932,38.650966,12,9
3,111,116,0.935484,0.326329,39.513285,8,6
3,112,110,0.887097,0.210628,37.394203,14,8
3,113,111,0.895161,0.329952,38.373188,13,7
3,114,110,0.887097,0.131643,37.944444,14,10
3,115,113,0.911290,0.421739,38.767391,11,9
3,116,109,0.879032,0.234541,38.073913,15,9
3,117,113,0.911290,0.421739,38.839855,11,9
3,118,109,0.879032,0.384058,37.695652,15,12
3,119,114,0.919355,0.459420,39.767633,10,6
3,120,114,0.919355,0.256039,39.048309,10,7
3,121,112,0.903226,0.540580,37.270048,12,10
3,122,112,0.903226,0.329952,38.460386,12,8
3,123,109,0.879032,0.329952,38.221498,15,13
3,124,103,0.830645,0.109903,35.564493,21,19
4,0,115,0.927419,0.362847,39.136295,9,7
4,1,108,0.870968,0.240206,37.242985,16,12
4,2,115,0.927419,0.463122,39.501818,9,5
4,3,112,0.903226,0.168988,38.469125,12,10
4,4,103,0.830645,0.221715,34.919417,21,16
4,5,112,0.903226,0.437358,39.065969,12,8
4,6,110,0.887097,0.358148,37.771252,14,10
4,7,108,0.870968,0.236123,37.056878,16,11
4,8,117,0.943548,0.576810,40.500309,7,5
4,9,116,0.935484,0.331870,39.898662,8,6
4,10,112,0.903226,0.382196,39.142847,12,8
4,11,112,0.903226,0.368645,39.556707,12,8
4,12,112,0.903226,0.381990,38.473825,12,10
4,13,111,0.895161,0.360823,38.132316,13,7
4,14,109,0.879032,0.294134,37.559074,15,13
4,15,112,0.903226,0.439348,38.695403,12,10
4,16,108,0.870968,0.336261,37.594305,16,14
4,17,111,0.895161,0.134717,37.857873,13,8
4,18,107,0.862903,0.371801,36.764151,17,15
4,19,106,0.854839,0.131252,35.571767,18,11
4,20,109,0.879032,0.341441,37.623842,15,11
4,21,112,0.903226,0.222470,38.605832,12,9
4,22,108,0.870968,0.262710,37.404151,16,12
4,23,107,0.862903,0.336261,37.173036,17,13
4,24,108,0.870968,0.331870,37.251630,16,16
4,25,110,0.887097,0.331870,38.204425,14,11
4,26,113,0.911290,0.368645,38.787547,11,8
4,27,108,0.870968,0.354031,37.505077,16,11
4,28,111,0.895161,0.244940,38.281372,13,11
4,29,107,0.862903,0.233756,36.070223,17,12
4,30,110,0.887097,0.314099,37.843156,14,9
4,31,116,0.935484,0.485489,39.761063,8,6
4,32,110,0.887097,0.200412,38.084528,14,11
4,33,115,0.927419,0.395849,39.550669,9,6
4,34,112,0.903226,0.289537,38.882161,12,8
4,35,114,0.919355,0.486552,39.163156,10,7
4,36,115,0.927419,0.588268,39.949160,9,7
4,37,115,0.927419,0.436741,40.006244,9,6
4,38,112,0.903226,0.536878,38.677599,12,9
4,39,114,0.919355,0.427925,39.317804,10,8
4,40,110,0.887097,0.408885,37.982504,14,10
4,41,107,0.862903,0.051389,36.475437,17,12
4,42,114,0.919355,0.463122,39.554271,10,8
4,43,110,0.887097,0.443156,38.478491,14,10
4,44,106,0.854839,0.331870,36.614923,18,18
4,45,109,0.879032,0.091321,37.420034,15,10
4,46,107,0.862903,0.233756,36.734889,17,14
4,47,110,0.887097,0.336261,37.665935,14,10
4,48,116,0.935484,0.425386,40.242916,8,7
4,49,116,0.935484,0.405729,40.085077,8,6
4,50,114,0.919355,0.559177,40.105866,10,7
4,51,110,0.887097,0.349640,37.133619,14,9
4,52,113,0.911290,0.076398,39.245283,11,8
4,53,109,0.879032,0.262710,37.515815,15,8
4,54,110,0.887097,0.091321,37.261887,14,13
